,facility_code,facility_name,hospital_type,owner,no_of_beds,no_of_cots,no_of_icu_beds,open_24_hours,open_weekends,operational_status,art,c-imci,fp,hbc,ipd,"core_health_workforce_per_10,000_population",total_population,county,constituency,nearest_town
2639,13082,Medical Reception Dispensary,Dispensary,Private Enterprise (Institution),0,0,258.0,N,N,Operational,Y,N,Y,Y,Y,26.3,4397073,nairobi,ROYSAMBU,Nairobi
2640,15166,Medical Reception Service - Ist Kr,Health Centre,Armed Forces,10,0,0.0,N,N,Operational,Y,N,Y,Y,N,16.5,518580,laikipia,LAIKIPIA EAST,Nanyuki
2641,10719,Medical Training College (Nyeri),Dispensary,Other Public Institution,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,NYERI TOWN,Nyeri Town
2642,11598,Medicalitech Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,Y,N,Y,N,19.1,340671,taitataveta,TAVETA,0
2643,13083,Medicare Clinic,Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,N,Operational,Y,Y,Y,Y,Y,26.3,4397073,nairobi,STAREHE,Nairobi
2644,13801,Medicare Medical Clinic (Manga),Medical Clinic,Private Enterprise (Institution),8,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,KITUTU MASABA,Tombe
2645,18647,Medicare Stores Chemist,Medical Centre,Private Practice - Unspecified,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,0
2646,21274,Medicure Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0,0,4.0,N,Y,Operational,N,N,N,N,N,22.3,610411,kirinyaga,MWEA,Ngurubani
2647,15167,Mediheal Hospital,Other Hospital,Private Enterprise (Institution),40,6,55.0,Y,Y,Operational,N,Y,Y,N,Y,28.2,1163186,uasingishu,ELDORET EAST,Eldoret
2648,18266,Mediheal Hospital Nakuru,Other Hospital,Private Enterprise (Institution),20,4,19.0,Y,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAKURU TOWN,Lanet chiefs camp
2649,19525,Medimark Health Care,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,WESTLANDS,0
2650,19010,Medina Diagnostic,Other Hospital,Private Enterprise (Institution),0,0,6.0,Y,Y,Operational,N,N,N,N,N,10.0,841353,garissa,DUJIS,0
2651,13408,Medina Health Centre,Health Centre,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,N,Y,10.0,841353,garissa,DUJIS,Bulla Medina
2652,19037,Medina Hospital,Other Hospital,Private Enterprise (Institution),30,10,6.0,Y,Y,Operational,N,N,N,N,N,10.0,841353,garissa,DUJIS,0
2653,11597,Medina Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,Y,N,N,19.2,1208333,mombasa,CHANGAMWE,Mombasa
2654,19519,Medisafe Medical Labaratoty,Laboratory (Stand-alone),Private Practice - General Practitioner,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,City Market
2655,20599,Medisol Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,5.0,N,Y,Operational,N,N,N,N,N,18.2,1421932,machakos,KATHIANI,Mlolongo Market
2656,18040,Meditrust Health Care Services,Medical Clinic,Private Practice - General Practitioner,10,0,36.0,Y,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,KISAUNI,Bombolulu
2657,21195,Medizone Medical Centre,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Witeithie
2658,19820,Medkam Pharmacy,Medical Clinic,Private Practice - Medical Specialist,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,KERUGOYA/KUTUS,0
2659,19920,Medlink Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KIAMBAA,Kiambu Town
2660,13085,Med-Point Dispensary,Dispensary,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,N,Y,N,26.3,4397073,nairobi,KASARANI,Nairobi
2661,19176,Meds Pharmaciticals Ongata Rongai,Medical Clinic,Private Practice - General Practitioner,0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ongata Rongai
2662,21216,Medstops Healthcare Kenya (Masaba north),Medical Clinic,Private Practice - Clinical Officer,10,1,0.0,N,Y,Operational,N,N,N,N,N,14.1,605576,nyamira,KITUTU MASABA,Keroka
2663,16688,Meguara Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,N,6.1,1157873,narok,KILGORIS,Meguara Market
2664,15168,Megwara Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,Y,N,N,Y,N,6.1,1157873,narok,NAROK SOUTH,Siana Boarding Primary School
2665,15169,Meibeki Dispensary,Dispensary,Ministry of Health,0,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET EAST,Eldoret
2666,13086,Melchezedek Hospital,Other Hospital,Private Enterprise (Institution),20,4,258.0,Y,Y,Operational,N,Y,Y,Y,Y,26.3,4397073,nairobi,DAGORETTI NORTH,Dagoretti Corner
2667,20072,Melchizedek Hospital Karen,Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,Karen shopping centre
2668,19055,Melchizedek Hospital Ngong Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Embulbul
2670,18290,Melkasons Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,21.0,N,Y,Operational,N,N,N,N,N,22.6,1155574,kisumu,KISUMU RURAL,Kombewa Market
2671,15170,Melwa Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,Y,N,16.5,518580,laikipia,LAIKIPIA WEST,Gatundia
2672,16255,Memo Clinic,Medical Clinic,Private Practice - Nurse / Midwife,1,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,NORTH MUGIRANGO,Kijauri
2673,11205,Memon Medical Centre,Medical Clinic,Private Practice - Unspecified,0,0,36.0,N,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,MVITA,Mwenbe Tayari  Market
2674,13087,Memorial Hospital,Other Hospital,Armed Forces,0,0,258.0,N,N,Operational,Y,Y,Y,Y,N,26.3,4397073,nairobi,KIBRA,Nairobi
2675,17025,Menegai Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,SUBUKIA,Kiti
2676,19959,Menelik Chest Clinic,Medical Clinic,Private Practice - Medical Specialist,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI NORTH,0
2677,18688,Menengai Crator Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,N,N,N,19.3,2162202,nakuru,SUBUKIA,0
2678,17021,Menengai Health Care Services,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,Y,Y,Operational,N,N,N,N,N,10.0,1453787,kilifi,BAHARI,Mtwapa
2680,15171,Menet Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,BOMET,Kongotik Secondary School
2681,15172,Mentera Dispensary,Dispensary,Ministry of Health,4,0,5.0,N,N,Operational,N,N,Y,N,Y,16.2,901777,kericho,KIPKELION,Forttenan
2682,19019,Mephi Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,Y,Y,Operational,N,N,N,N,N,10.0,1453787,kilifi,BAHARI,Kibaoni
2683,20566,Mephibosheth Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,2,2,0.0,Y,Y,Operational,N,N,N,N,N,14.9,1136187,kitui,MWINGI NORTH,KKyuso Market
2684,17556,Merciful International Guild,Medical Clinic,Non-Governmental Organizations,0,0,0.0,N,N,Operational,N,N,N,N,N,11.6,638289,nyandarua,KINANGOP,0
2685,13088,Mercillin Afya Centre,Maternity Home,Community,5,0,258.0,Y,Y,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,KIBRA,Kisumu Ndogo
2686,16746,Mercy Afya Clinic,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GATANGA,0
2687,20232,Mercy Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAIVASHA,Gilgil
2688,12511,Mercy Clinic (Ikutha),Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,Y,N,Y,14.9,1136187,kitui,KITUI SOUTH,Ikutha
2689,15173,Mercy Dispensary,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,KURESOI,Kiptagich
2690,16822,Mercy Dispensary (Lare),Dispensary,Private Enterprise (Institution),0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,MOLO,Njoro
2691,17466,Mercy Health Centre,Health Centre,Other Faith Based,0,0,55.0,N,N,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET NORTH,Jua Kali
2692,15174,Mercy Hospital,Other Hospital,Other Faith Based,64,0,0.0,N,N,Operational,N,Y,N,Y,Y,10.6,666763,baringo,ELDAMA RAVINE,Eldama Ravine
2693,10563,Mercy Medical (Kianugu) Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,Y,N,N,22.3,610411,kirinyaga,MWEA,Wanguru
2694,18135,Mercy Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,4.0,N,N,Operational,N,N,N,N,N,13.2,987653,makueni,MAKUENI,Wote Town
2695,19179,Mercy Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NTONYIRI,Laare
2696,12512,Mercy Medical Clinic (Embu),Medical Clinic,Private Enterprise (Institution),0,0,5.0,N,Y,Operational,Y,N,Y,N,Y,21.2,608599,embu,MANYATTA,Kithimu
2697,18904,Mercy Medical Clinic (Kitui Central),Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,N,Y,Operational,N,N,N,N,N,14.9,1136187,kitui,KITUI CENTRAL,Kitui
2698,10721,Mercy Medical Clinic (Othaya),Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,OTHAYA,Othaya Town
2699,18974,Mercy Medical Clinic Engineer,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.6,638289,nyandarua,KINANGOP,Engineer town
2700,19319,Mercy Medical Services,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,CBD
2701,13089,Mercy Mission Health Centre,Health Centre,Other Faith Based,5,0,258.0,Y,Y,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,DAGORETTI NORTH,Nairobi
2702,18691,Mercy Mission Medical Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,2,0,4.0,N,N,Operational,N,N,N,N,N,13.2,987653,makueni,KILOME,Kiongwani market
2703,15175,Mercy Mobile Clinic (Kipkelion),Dispensary,Kenya Episcopal Conference-Catholic Secretariat,4,0,5.0,N,N,Operational,N,N,Y,Y,Y,16.2,901777,kericho,KIPKELION,Kipkelion
2704,15176,Mercy Mobile Clinic (Molo),Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,N,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,MOLO,Kiptagich
2705,18597,Mercylight Hospital,Other Hospital,Private Practice - General Practitioner,16,3,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KIAMBAA,Kiambu Town
2706,10722,Mere Dispensary,Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,Y,Y,Y,31.0,759164,nyeri,KIENI,Kabaru
2707,15177,Merewet Dispensary,Dispensary,Ministry of Health,0,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
2708,13409,Meri Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,6.1,781263,wajir,WAJIR SOUTH,Meri trading centre
2709,13109,Meridian Equator Hospital,Other Hospital,Private Enterprise (Institution),54,0,258.0,Y,Y,Operational,N,Y,Y,Y,Y,26.3,4397073,nairobi,LANG'ATA,Nairobi west shopping center
2710,20827,Meridian Hospital Kiserian,Other Hospital,Private Practice - General Practitioner,23,2,0.0,Y,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Kiserian
2711,18351,Meridian Medical Centre,Medical Clinic,Private Practice - General Practitioner,0,0,36.0,N,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,MVITA,Railway Station
2712,19546,Meridian Medical Centre,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI NORTH,0
2713,13084,Meridian Medical Centre (Buruburu),Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,Y,Operational,N,N,Y,N,Y,26.3,4397073,nairobi,MAKADARA,Buruburu Shopping Centre
2714,18591,Meridian Medical Centre (Capital Centre),Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,South B Shopping Centre
2715,19395,Meridian Medical Centre (Loita Street),Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,City Market
2716,18916,Meridian Medical Centre (Machakos),Medical Clinic,Private Practice - General Practitioner,0,0,5.0,N,Y,Operational,N,N,N,N,N,18.2,1421932,machakos,MACHAKOS TOWN,Machakos Town
2717,18631,Meridian Medical Centre (Meru),Medical Clinic,Private Practice - General Practitioner,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2718,19550,Meridian Medical Centre (Penson Towers),Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,CBD
2719,19696,Meridian Medical Centre Kitengela,Medical Clinic,Private Practice - General Practitioner,0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Kitengela
2720,18371,Meridian Medical Centre Nakuru,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAKURU TOWN,Masaai Market
2721,19799,Meridian Medical Centre Nyeri,Medical Clinic,Private Enterprise (Institution),0,0,14.0,N,Y,Operational,N,N,N,N,N,31.0,759164,nyeri,NYERI TOWN,0
2722,18528,Meridian Medical Centre- Nyeri Town,Medical Clinic,Private Practice - General Practitioner,0,0,14.0,N,Y,Operational,N,N,N,N,N,31.0,759164,nyeri,NYERI TOWN,Nyeri Town
2723,18085,Meridian Medical Centre Ongata Rongai,Medical Clinic,Private Practice - General Practitioner,0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ongatta Rongai
2724,20104,Meridian Medical centre(Nation Centre Bldg ),Medical Centre,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,City Market
2725,20957,Meridian Medical Centre-Kisumu,Medical Clinic,Private Practice - General Practitioner,0,0,21.0,N,Y,Operational,N,N,N,N,N,22.6,1155574,kisumu,KISUMU TOWN EAST,Central Business District
2726,17727,Meridian Medical Donholm Clinic,Medical Clinic,Private Practice - General Practitioner,1,0,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,EMBAKASI WEST,Donholm Caltex
2727,15178,Merigi Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,BOMET,Bomet
2728,16217,Merille Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,13.5,459785,marsabit,LAISAMIS,Marsabit
2729,12513,Merti Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,2,0,0.0,N,N,Operational,N,N,Y,Y,Y,22.0,268002,isiolo,ISIOLO NORTH,Merti
2730,12514,Merti Health Centre,Health Centre,Ministry of Health,8,2,0.0,N,N,Operational,Y,Y,Y,Y,Y,22.0,268002,isiolo,ISIOLO NORTH,Merti
2731,15179,Merto Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,N,N,N,16.2,901777,kericho,BELGUT,Kericho
2732,21015,Meru Beyond Zero Mobile Clinic,Medical Clinic,Ministry of Health,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2733,16599,Meru Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2734,18731,Meru Consultant Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2735,16600,Meru Consultants,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2736,16601,Meru Consultants Laboratory,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2737,19073,Meru Cytology Centre,Laboratory (Stand-alone),Private Practice - Medical Specialist,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2738,16602,Meru Dental Services,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2739,16603,Meru Diagnostic Centre,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2740,18700,Meru Diagnostic Centre,Not in List,Private Practice - Unspecified,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2741,16604,Meru Dignostic / Laboratory Services,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2742,12516,Meru District Hospital,District Hospital,Ministry of Health,306,17,6.0,Y,Y,Operational,Y,Y,Y,Y,Y,18.6,1545714,meru,NORTH IMENTI,Meru
2743,18653,Meru Eye Care Services,Eye Clinic,Private Practice - Unspecified,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2744,19113,Meru Funeral Home,Funeral Home (Stand-alone),Private Practice - Medical Specialist,0,0,6.0,Y,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2745,19102,Meru Gynecologist Centre,Medical Clinic,Private Practice - Medical Specialist,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2746,19135,Meru Hospice,Medical Clinic,Non-Governmental Organizations,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2747,20053,Meru Kmtc Student/Staff Clinic,Medical Clinic,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2748,18706,Meru Lab Services,Laboratory (Stand-alone),Private Practice - Unspecified,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
2749,18648,Meru Lab Services,Laboratory (Stand-alone),Private Practice - Unspecified,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,0
2750,16605,Meru Medical /ENT Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2751,16606,Meru Medical Diagnostic Imaging Centre Ltd,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2752,16607,Meru Medical Plaza,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2753,16608,Meru Medical Plaza Laboratory,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2754,17266,Meru Technical Training College Clinic,Medical Clinic,Academic (if registered),2,1,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Makutano Trading Center
2755,19063,Meru X-Ray Services,Radiology Unit,Private Practice - Unspecified,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
2756,15180,Merueshi Village Community Health Centre,Health Centre,Non-Governmental Organizations,0,0,0.0,N,N,Operational,N,N,Y,N,N,24.6,1117840,kajiado,KAJIADO CENTRAL,Emali
2757,20034,Mesedith Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,KIAMBAA,Tinganga
2758,17251,Meswo Medical Clinic,Medical Clinic,Private Practice - Unspecified,0,0,0.0,N,N,Operational,N,N,N,N,N,8.8,885711,nandi,EMGWEN,Kapsabet
2759,13802,Metaburo Health Centre,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,7,0,13.0,Y,Y,Operational,N,Y,N,Y,Y,13.6,1266860,kisii,SOUTH MUGIRANGO,Etago Mkt
2760,16302,Metameta Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,N,N,N,5.2,867457,mandera,MANDERA EAST,Mandera
2761,15181,Meteitei Sub-District Hospital,Sub-District Hospital,Ministry of Health,28,5,0.0,Y,Y,Operational,Y,Y,Y,Y,Y,8.8,885711,nandi,TINDERET,Nandi Hills
2762,17079,Meti Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,Y,Operational,N,N,N,N,N,7.2,315943,tanariver,BURA,Bura
2763,15182,Meto Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,N,24.6,1117840,kajiado,KAJIADO CENTRAL,Namanga
2764,10723,Metro Optician,Eye Centre,Private Enterprise (Institution),0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,NDIA,0
2765,19463,Metropolitan Dr Plaza,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,MAKADARA,Jericho Market
2766,13090,Metropolitan Hospital Nairobi,Other Hospital,Private Enterprise (Institution),46,8,258.0,Y,Y,Operational,Y,Y,Y,Y,Y,26.3,4397073,nairobi,MAKADARA,Burburu Shopping Centre
2767,20200,Metropolitan Medical Clinic - Kehancha,Medical Clinic,Private Practice - Clinical Officer,1,0,0.0,N,Y,Operational,N,N,N,N,N,11.3,1116436,migori,KURIA,Kehancha Township
2769,11600,Mewa Hospital,Other Hospital,Other Faith Based,30,20,36.0,N,N,Operational,Y,Y,N,Y,Y,19.2,1208333,mombasa,MVITA,Mombasa
2771,19303,Mfariji Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,14.9,1136187,kitui,MUTITO,Zombe
2772,11601,Mgamboni Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,10.0,1453787,kilifi,KALOLENI,Kaloleni
2773,11602,Mgange Dawida Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,N,Y,N,19.1,340671,taitataveta,WUNDANYI,Mgange Nyika
2774,11603,Mgange Nyika Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,N,Y,Y,19.1,340671,taitataveta,WUNDANYI,Mgange Nyika
2775,12518,Miambani Catholic,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,N,Operational,N,N,N,N,N,14.9,1136187,kitui,KITUI CENTRAL,Kitui
2776,12519,Miambani Health Centre,Health Centre,Ministry of Health,14,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.9,1136187,kitui,KITUI CENTRAL,Kitui
2777,16972,Miangeni Dispensary (Makueni),Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,13.2,987653,makueni,MAKUENI,Miangeni Village
2778,12520,Miangeni Dispensary (Mbooni),Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,13.2,987653,makueni,MBOONI,Miangeni
2779,11605,Miasenyi Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,N,Y,N,19.1,340671,taitataveta,VOI,Miasenyi
2780,16234,Miathene District Hospital,District Hospital,Ministry of Health,42,0,6.0,Y,Y,Operational,Y,Y,Y,Y,N,18.6,1545714,meru,TIGANIA WEST,Kianjai
2781,11606,Michaela Denis Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,Y,N,N,10.0,1453787,kilifi,BAHARI,Shariani
2783,12522,Micii Mikuru Clinic,Medical Clinic,Company Medical Service,0,0,6.0,N,N,Operational,N,N,N,Y,N,18.6,1545714,meru,TIGANIA EAST,Kianjai
2784,20583,Microbiology Reference Lab,Laboratory (Stand-alone),Ministry of Health,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,KIBRA,Kenyatta National Hospital
2785,13091,Mid Hill Medical Clinic,Health Centre,Private Enterprise (Institution),10,0,258.0,Y,Y,Operational,N,Y,Y,Y,Y,26.3,4397073,nairobi,DAGORETTI NORTH,Kinyanjui Road
2786,15184,Mid Hill Medical Clinic Ngong,Medical Clinic,Private Practice - General Practitioner,0,0,0.0,N,Y,Operational,N,N,Y,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ngong
